,sessionID,time,x,y
951,s02,2016-09-11 07:17:30,-586136.5434176305,203618.11540932627
952,s02,2016-09-11 07:17:35,-586136.5434176305,203618.11540932627
953,s02,2016-09-11 07:17:40,-586136.5434176305,203618.11540932627
954,s02,2016-09-11 07:17:45,-586136.5434176305,203618.11540932627
955,s02,2016-09-11 07:17:50,-586136.5434176305,203618.11540932627
956,s02,2016-09-11 07:17:55,-586136.5434176305,203618.11540932627
957,s02,2016-09-11 07:18:00,-586136.5434176305,203618.11540932627
958,s02,2016-09-11 07:18:05,-586136.5434176305,203618.11540932627
959,s02,2016-09-11 07:18:10,-586136.5434176305,203618.11540932627
960,s02,2016-09-11 07:18:15,-586136.5434176305,203618.11540932627
961,s02,2016-09-11 07:18:20,-586136.5434176305,203618.11540932627
962,s02,2016-09-11 07:18:25,-586136.5434176305,203618.11540932627
963,s02,2016-09-11 07:18:30,-586136.5434176305,203618.11540932627
964,s02,2016-09-11 07:18:35,-586136.5434176305,203618.11540932627
965,s02,2016-09-11 07:18:40,-586136.5434176305,203618.11540932627
966,s02,2016-09-11 07:18:45,-586136.5434176305,203618.11540932627
967,s02,2016-09-11 07:18:50,-586136.5434176305,203618.11540932627
968,s02,2016-09-11 07:18:55,-586136.5434176305,203618.11540932627
969,s02,2016-09-11 07:19:00,-586136.5434176305,203618.11540932627
970,s02,2016-09-11 07:19:06,-586136.5434176305,203618.11540932627
971,s02,2016-09-11 07:19:11,-586136.5434176305,203618.11540932627
972,s02,2016-09-11 07:19:16,-586136.5434176305,203618.11540932627
973,s02,2016-09-11 07:19:21,-586136.5434176305,203618.11540932627
974,s02,2016-09-11 07:19:26,-586136.5434176305,203618.11540932627
975,s02,2016-09-11 07:19:31,-586136.5434176305,203618.11540932627
976,s02,2016-09-11 07:19:36,-586136.5434176305,203618.11540932627
977,s02,2016-09-11 07:19:41,-586136.5434176305,203618.11540932627
978,s02,2016-09-11 07:19:46,-586136.5434176305,203618.11540932627
979,s02,2016-09-11 07:19:51,-586136.5434176305,203618.11540932627
980,s02,2016-09-11 07:19:56,-586136.5434176305,203618.11540932627
981,s02,2016-09-11 07:20:01,-586136.5434176305,203618.11540932627
982,s02,2016-09-11 07:20:06,-586136.5434176305,203618.11540932627
983,s02,2016-09-11 07:20:11,-586136.5434176305,203618.11540932627
984,s02,2016-09-11 07:20:16,-586136.5434176305,203618.11540932627
985,s02,2016-09-11 07:20:21,-586136.5434176305,203618.11540932627
986,s02,2016-09-11 07:20:26,-586136.5434176305,203618.11540932627
987,s02,2016-09-11 07:20:31,-586136.5434176305,203618.11540932627
988,s02,2016-09-11 07:20:36,-586136.5434176305,203618.11540932627
989,s02,2016-09-11 07:20:41,-586136.5434176305,203618.11540932627
990,s02,2016-09-11 07:20:46,-586136.5434176305,203618.11540932627
991,s02,2016-09-11 07:20:51,-586136.5434176305,203618.11540932627
992,s02,2016-09-11 07:20:56,-586136.5434176305,203618.11540932627
993,s02,2016-09-11 07:21:01,-586136.5434176305,203618.11540932627
994,s02,2016-09-11 07:21:06,-586136.5434176305,203618.11540932627
995,s02,2016-09-11 07:21:11,-586136.5434176305,203618.11540932627
996,s02,2016-09-11 07:21:16,-586136.5434176305,203618.11540932627
997,s02,2016-09-11 07:21:21,-586136.5434176305,203618.11540932627
998,s02,2016-09-11 07:21:26,-586136.5434176305,203618.11540932627
999,s02,2016-09-11 07:21:31,-586136.5434176305,203618.11540932627
1000,s02,2016-09-11 07:21:36,-586136.5434176305,203618.11540932627
1001,s02,2016-09-11 07:21:41,-586136.5434176305,203618.11540932627
1002,s02,2016-09-11 07:21:46,-586136.5434176305,203618.11540932627
1003,s02,2016-09-11 07:21:51,-586136.5434176305,203618.11540932627
1004,s02,2016-09-11 07:21:56,-586136.5434176305,203618.11540932627
1005,s02,2016-09-11 07:22:01,-586136.5434176305,203618.11540932627
1006,s02,2016-09-11 07:22:06,-586136.5434176305,203618.11540932627
1007,s02,2016-09-11 07:54:02,-586130.986740978,203630.72766504064
1008,s02,2016-09-11 07:54:07,-586115.4934245881,203631.77431313042
1009,s02,2016-09-11 07:54:12,-586126.5931553035,203619.90005048178
1010,s02,2016-09-11 07:54:17,-586140.0392748576,203615.6543556992
1011,s02,2016-09-11 07:54:22,-586139.2027165312,203616.82331352355
1012,s02,2016-09-11 07:54:27,-586139.2027165312,203616.82331352355
1013,s02,2016-09-11 07:54:32,-586140.1140865632,203616.7617442659
1014,s02,2016-09-11 07:54:37,-586140.1140865632,203616.7617442659
1015,s02,2016-09-11 07:54:42,-586140.1140865632,203616.7617442659
1016,s02,2016-09-11 07:54:47,-586140.1140865632,203616.7617442659
1017,s02,2016-09-11 07:54:52,-586140.1140865632,203616.7617442659
1018,s30,2016-09-11 20:40:50,-3729.7650080733,-34565.083718120586
1019,s30,2016-09-11 20:40:55,-3812.2011602520943,-34552.914048198145
1020,s30,2016-09-11 20:41:00,-3876.9094608714804,-34542.956385652535
1021,s30,2016-09-11 20:41:05,-3969.09750794759,-34527.46368697472
1022,s30,2016-09-11 20:41:10,-4046.2173009989783,-34513.07443964807
1023,s30,2016-09-11 20:41:15,-4128.654961931054,-34499.79818045162
1024,s30,2016-09-11 20:41:20,-4211.092882637866,-34486.52272706898
1025,s30,2016-09-11 20:41:25,-4289.098696113098,-34474.35550797405
1026,s30,2016-09-11 20:41:30,-4362.672352413181,-34463.296400147956
1027,s30,2016-09-11 20:41:35,-4426.495046888012,-34454.45217833901
1028,s30,2016-09-11 20:41:40,-4452.199561201502,-34454.465701553505
1029,s30,2016-09-11 20:41:45,-4456.6296157725155,-34457.797087821644
1030,s30,2016-09-11 20:41:50,-4456.629029692616,-34458.90677008638
1031,s30,2016-09-11 20:41:55,-4456.610275137238,-34494.416603997815
1032,s30,2016-09-11 20:42:00,-4435.302094125655,-34562.09602493793
1033,s30,2016-09-11 20:42:05,-4406.890171495732,-34655.29450755939
1034,s30,2016-09-11 20:42:10,-4370.494418303017,-34762.914850607514
1035,s30,2016-09-11 20:42:15,-4330.546912855934,-34884.959441786166
1036,s30,2016-09-11 20:42:20,-4288.826260075904,-35010.33240754763
1037,s30,2016-09-11 20:42:25,-4246.221112763975,-35134.595486947335
1038,s30,2016-09-11 20:42:30,-4203.617218615487,-35258.858818360604
1039,s30,2016-09-11 20:42:35,-4156.585439290386,-35378.68147870293
1040,s30,2016-09-11 20:42:40,-4101.580336557701,-35495.17149917316
1041,s30,2016-09-11 20:42:45,-4043.029660211876,-35616.098952665925
1042,s30,2016-09-11 20:42:50,-3985.367412794847,-35735.91758049512
1043,s30,2016-09-11 20:42:55,-3925.93437098898,-35855.73581195297
1044,s30,2016-09-11 20:43:00,-3867.389218663331,-35975.55490281992
1045,s30,2016-09-11 20:43:05,-3813.2771804318763,-36094.26674950309
1046,s30,2016-09-11 20:43:10,-3778.6581029566005,-36222.97486972669
1047,s30,2016-09-11 20:43:15,-3752.0145624806173,-36353.9060900067
1048,s30,2016-09-11 20:43:20,-3724.4852080149576,-36485.9467323143
1049,s30,2016-09-11 20:43:25,-3697.8423623749986,-36619.09758312022
1050,s30,2016-09-11 20:43:30,-3670.3127863160335,-36755.57724075252
1051,s30,2016-09-11 20:43:35,-3642.785057507921,-36889.837655866984
1052,s30,2016-09-11 20:43:40,-3616.14334435435,-37026.3179627629
1053,s30,2016-09-11 20:43:45,-3588.616413307376,-37162.798022159375
1054,s30,2016-09-11 20:43:50,-3561.0908395932056,-37298.16852689767
1055,s30,2016-09-11 20:43:55,-3534.452197145205,-37433.53953742422
1056,s30,2016-09-11 20:44:00,-3506.9283724809065,-37568.910308463965
1057,s30,2016-09-11 20:44:05,-3478.518950624857,-37705.390539759304
1058,s30,2016-09-11 20:44:10,-3450.997815096751,-37838.54220072413
1059,s30,2016-09-11 20:44:15,-3427.0224209139124,-37969.47605071962
1060,s30,2016-09-11 20:44:20,-3423.4248494636267,-38101.52794936625
1061,s30,2016-09-11 20:44:25,-3427.799275385216,-38238.02189911995
1062,s30,2016-09-11 20:44:30,-3429.512998212129,-38381.172973018605
1063,s30,2016-09-11 20:44:35,-3431.2244036030024,-38529.87256414117
1064,s30,2016-09-11 20:44:40,-3439.1376309655607,-38677.46504310705
1065,s30,2016-09-11 20:44:45,-3441.73515845323,-38825.05541259097
1066,s30,2016-09-11 20:44:50,-3426.6152844978496,-38971.52892502211
1067,s30,2016-09-11 20:44:55,-3407.952891292516,-39116.89139029896
1068,s30,2016-09-11 20:45:00,-3388.4061735672876,-39260.03420289187
1069,s30,2016-09-11 20:45:05,-3370.6349075972103,-39395.40995008964
1070,s30,2016-09-11 20:45:10,-3353.7518050256185,-39526.34734857781
1071,s30,2016-09-11 20:45:15,-3335.096715267282,-39659.50351561373
1072,s30,2016-09-11 20:45:20,-3316.440030869562,-39798.208252094686
1073,s30,2016-09-11 20:45:25,-3298.6714814263396,-39932.474635855295
1074,s30,2016-09-11 20:45:30,-3281.7918603983708,-40060.08326184517
